index;label;identifiant;addresse?;commune;code_postal;latitude;longitude
304;les bernards;05040pc00315;1592 route des hameaux du lac;chorges;05230;44.537966;6.314323
305;les chabes - le sépulcre;05040pc00316;314 route des hameaux du lac;chorges;05230;44.537087;6.303296
306;route de st apollinaire;05040pc00317;2224 route de réallon;chorges;05230;44.549042;6.303048
307;olliviers / chaussins;05040pc00318;3150 route d’203 bois sagnières;chorges;05230;44.532230;6.263595
308;le fein;05040pc00319;;chorges;05230;44.516445;6.270032
309;grande ile nord - bas autovision pl;05040pc00320;16 impasse du dévezet;chorges;05230;44.552002;6.256887
310;grande ile sud - hapian;05040pc00321;51 rue coste belle;chorges;05230;44.551244;6.257499
311;baie st michel entrée camping municipal;05040pc00322;1 impasse du pré;chorges;05230;44.528987;6.324281
312;baie st michel parking plage;05040pc00323;1 lieu dit baie de saint michel;chorges;05230;44.524897;6.326624
313;chanteloube entrée;05040pc00324;;chorges;05230;44.513763;6.304985
314;chanteloube parking;05040pc00325;;chorges;05230;44.509087;6.312239
315;vvf baie st michel;05040pc00326;1 lieu dit baie de saint michel;chorges;05230;44.525916;6.321836
316;camping serre du lac;05040pc00327;;chorges;05230;44.528810;6.319260
317;camping clé des champs;05040pc00328;;chorges;05230;44.526361;6.318803
318;ecrins du lac l'ami soleil;05040pc00329;;chorges;05230;44.503870;6.304013
319;intermarché pro;05040pc00330;185 route nationale 94;chorges;05230;44.546831;6.269503
320;vacances bleues;05040pc00331;;chorges;05230;44.527536;6.287408
321;camping la valière;05040pc00332;447 route des moulettes;chorges;05230;44.538888;6.280458
322;vc les hyvans - btp vacances;05040pc00333;;chorges;05230;44.497850;6.303802
323;grande ile nord - haut axe hôtel;05040pc00334;67 rue de la source;chorges;05230;44.553354;6.258294
324;rue du moulin;05040pc00335;779 chemin du moulin;chorges;05230;44.550976;6.282621
325;relais total;05040pc00336;1401 route nationale 94;chorges;05230;44.551234;6.255413
326;camping de campéole / baie de la chapelle;05040pc00337;1 lieu dit baie de saint michel;chorges;05230;44.524270;6.324417
327;grande ile nord - parking club 30;05040pc00338;150 impasse du dévezet;chorges;05230;44.552718;6.255627
328;depot;;depot;embrun;05200;44.5862;6.51652
